"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","COUNTRY_CODE","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","HGT_IND","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","EXTERNAL","SOURCE_EXCLUSION_FLAG","OB_SOURCE","OB_PLATFORM","FM_CODE_VER","STA_WX_IND","PAST_WX2","IND_FOR_WAVE_MEAS","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","ICE_ACCR_ON_SHIP","THICKNESS_OF_I","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP","AMT_PRECIP","DUR_OF_PER","QC_IND","QC_IND_FOR_FIELDS","MQCS_VER","SHIP_HEADING","COURSE_OVER_GROUND","SPD_OVER_GROUND","MAX_HT_SUM_LOAD","DEP_LOAD_IN","REL_WIND_DIR","REL_WIND_SPD"
"44506","2006-12-01T06:59:00","48.85","-40.77",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"144",,,,,,,,,,,,,"173","80","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41909","2006-12-01T07:00:00","40.66","-44.06",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"194",,,,,,,,,,,,,"173","4","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44620","2006-12-01T07:00:00","48.76","-42.55",,,"1","3","2","5",,,,"3",,,,,,,,,,"10128",,,"3",,,,,,,"127",,,,,,,,,,,,,"173","82","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-01T07:00:00","44.39","-43.98",,,"1","3","2","5",,,,"3",,,,,,,,,,"10203",,,"3",,,,,,,"103",,,,,,,,,,,,,"173","43","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-01T07:00:00","43.18","-44.47",,,"1","3","2","5",,,,"3",,,,,,,,,,"10238",,,"3",,,,,,,"186",,,,,,,,,,,,,"173","34","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44766","2006-12-01T07:00:00","40.75","-47.00",,,"1","3","2","5",,,,"3",,,,,,,,,,"10300",,,"3",,,,,,,"190",,,,,,,,,,,,,"173","7","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-01T07:00:00","48.87","-44.58",,,"1","3","2","5",,,,"3",,,,,,,,,,"10085",,,"3",,,,,,,"71",,,,,,,,,,,,,"173","84","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-01T07:00:00","47.75","-44.78",,,"1","3","2","5",,,,"3",,,,,,,,,,"10110",,,"3",,,,,,,"69",,,,,,,,,,,,,"173","74","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-01T07:12:00","47.28","-48.62",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"45",,,,,,,,,,,,,"173","78","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44506","2006-12-01T07:13:00","48.85","-40.76",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"143",,,,,,,,,,,,,"173","80","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44909","2006-12-01T07:20:00","43.38","-48.98",,,"1","3","2","5",,,,"3",,,,,,,,,,"10238",,,"3",,,,,,,"120",,,,,,,,,,,,,"173","38","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"884","2006-12-01T07:23:00","47.00","-43.00",,,"1","4","3","5",,,,"6","CA",,,"4",,,,"1",,"10300",,,,"4",,"3","1","1","12","123",,,,,,,,,"3",,,,"173","73","780","149","17","0",,"1","11FF13","17A1A11111A7AA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41909","2006-12-01T07:46:00","40.66","-44.06",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"194",,,,,,,,,,,,,"173","4","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44506","2006-12-01T07:46:00","48.85","-40.76",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"143",,,,,,,,,,,,,"173","80","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44620","2006-12-01T08:00:00","48.78","-42.57",,,"1","3","2","5",,,,"3",,,,,,,,,,"10112",,,"3",,,,,,,"127",,,,,,,,,,,,,"173","82","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-01T08:00:00","44.38","-43.94",,,"1","3","2","5",,,,"3",,,,,,,,,,"10201",,,"3",,,,,,,"103",,,,,,,,,,,,,"173","43","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-01T08:00:00","43.18","-44.47",,,"1","3","2","5",,,,"3",,,,,,,,,,"10238",,,"3",,,,,,,"186",,,,,,,,,,,,,"173","34","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44766","2006-12-01T08:00:00","40.74","-47.02",,,"1","3","2","5",,,,"3",,,,,,,,,,"10301",,,"3",,,,,,,"190",,,,,,,,,,,,,"173","7","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-01T08:00:00","48.88","-44.58",,,"1","3","2","5",,,,"3",,,,,,,,,,"10062",,,"3",,,,,,,"71",,,,,,,,,,,,,"173","84","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-01T08:00:00","47.74","-44.78",,,"1","3","2","5",,,,"3",,,,,,,,,,"10096",,,"3",,,,,,,"69",,,,,,,,,,,,,"173","74","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41909","2006-12-01T08:18:00","40.66","-44.05",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"173","4","714","63","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-01T08:19:00","47.28","-48.62",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"44",,,,,,,,,,,,,"173","78","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32546","2006-12-01T08:20:00","40.02","-41.91",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"193",,,,,,,,,,,,,"173","1","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44506","2006-12-01T08:20:00","48.85","-40.75",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"142",,,,,,,,,,,,,"173","80","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44909","2006-12-01T08:20:00","43.37","-48.98",,,"1","3","2","5",,,,"3",,,,,,,,,,"10233",,,"3",,,,,,,"120",,,,,,,,,,,,,"173","38","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-01T08:39:00","47.28","-48.62",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"44",,,,,,,,,,,,,"173","78","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44502","2006-12-01T08:40:00","46.41","-43.01",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"98",,,,,,,,,,,,,"173","63","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32546","2006-12-01T08:41:00","40.02","-41.89",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"193",,,,,,,,,,,,,"173","1","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41909","2006-12-01T08:42:00","40.66","-44.04",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"196",,,,,,,,,,,,,"173","4","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7362","2006-12-01T08:49:00","47.27","-47.04",,,"1","3","3","5",,,,"6","CA",,,,,,,,,,,,,,,,,,"12","42",,,,,,,,,,,,,"173","77","780","149","17","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44620","2006-12-01T09:00:00","48.81","-42.60",,,"1","3","2","5",,,,"3",,,,,,,,,,"10089",,,"3",,,,,,,"127",,,,,,,,,,,,,"173","82","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-01T09:00:00","44.38","-43.94",,,"1","3","2","5",,,,"3",,,,,,,,,,"10200",,,"3",,,,,,,"103",,,,,,,,,,,,,"173","43","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-01T09:00:00","43.20","-44.47",,,"1","3","2","5",,,,"3",,,,,,,,,,"10239",,,"3",,,,,,,"185",,,,,,,,,,,,,"173","34","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44766","2006-12-01T09:00:00","40.74","-47.03",,,"1","3","2","5",,,,"3",,,,,,,,,,"10303",,,"3",,,,,,,"190",,,,,,,,,,,,,"173","7","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-01T09:00:00","48.88","-44.58",,,"1","3","2","5",,,,"3",,,,,,,,,,"10042",,,"3",,,,,,,"71",,,,,,,,,,,,,"173","84","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-01T09:00:00","47.72","-44.72",,,"1","3","2","5",,,,"3",,,,,,,,,,"10086",,,"3",,,,,,,"69",,,,,,,,,,,,,"173","74","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CGDG","2006-12-01T09:00:00","47.00","-42.90",,,"1","5","0","0","0","0",,"1",,"0","250","4","149",,"97","2","6","10103","7","52","0","112","0","108",,"104","0","131","8",,,,"A",,,"5","6","27","6","5","173","72","992","114","5","1","2","1","111111","11111111111111",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"HP6038","2006-12-01T09:00:00","46.40","-48.40",,,"1","6",,"0","0","0",,"1",,"0","230","4","232",,"96","83","2","10119","7","14",,"100","0","98",,"100","0","66","8",,"A",,"2","A",,"8","9",,,,"173","68","792","103","5","1","2","1","111113","111311133111A1",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"VEP717","2006-12-01T09:00:00","46.70","-48.70",,,"1","5","0","0","0","0",,"1",,"0","240","4","252",,"94","61","6","10092","6","16","3","90","0","87",,"90",,"56","9","9","A",,"A","A","A","5","4","2","8","7","173","68","992","114","5","1","2","1","111113","11111113311111",,,,,,"1","4",,,,,,,,,,,,,"4",,,,,,,,,,,,
"YJUF7","2006-12-01T09:00:00","46.70","-48.00",,,"1","6","0","0","0","0",,"1",,"0","240","4","221",,"95","10","4","10095","7","21","3","88","0","88",,"90","0","48","8","8","6",,"2","A","A","5","5","35","12","6","173","68","992","114","5","1","2","1","111113","11111113311111",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"44909","2006-12-01T09:20:00","43.32","-49.01",,,"1","3","2","5",,,,"3",,,,,,,,,,"10238",,,"3",,,,,,,"120",,,,,,,,,,,,,"173","39","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44506","2006-12-01T09:22:00","48.86","-40.76",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"142",,,,,,,,,,,,,"173","80","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32546","2006-12-01T09:26:00","40.03","-41.88",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"193",,,,,,,,,,,,,"173","1","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44502","2006-12-01T09:27:00","46.42","-43.01",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"98",,,,,,,,,,,,,"173","63","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-01T09:31:00","47.29","-48.62",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"42",,,,,,,,,,,,,"173","78","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41909","2006-12-01T09:32:00","40.66","-44.02",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"196",,,,,,,,,,,,,"173","4","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44506","2006-12-01T09:58:00","48.86","-40.76",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"142",,,,,,,,,,,,,"173","80","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44620","2006-12-01T10:00:00","48.81","-42.61",,,"1","3","2","5",,,,"3",,,,,,,,,,"10064",,,"3",,,,,,,"127",,,,,,,,,,,,,"173","82","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-01T10:00:00","44.38","-43.94",,,"1","3","2","5",,,,"3",,,,,,,,,,"10203",,,"3",,,,,,,"103",,,,,,,,,,,,,"173","43","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-01T10:00:00","43.20","-44.47",,,"1","3","2","5",,,,"3",,,,,,,,,,"10242",,,"3",,,,,,,"185",,,,,,,,,,,,,"173","34","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44766","2006-12-01T10:00:00","40.74","-47.05",,,"1","3","2","5",,,,"3",,,,,,,,,,"10302",,,"3",,,,,,,"190",,,,,,,,,,,,,"173","7","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-01T10:00:00","48.90","-44.57",,,"1","3","2","5",,,,"3",,,,,,,,,,"10031",,,"3",,,,,,,"71",,,,,,,,,,,,,"173","84","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-01T10:00:00","47.71","-44.70",,,"1","3","2","5",,,,"3",,,,,,,,,,"10082",,,"3",,,,,,,"69",,,,,,,,,,,,,"173","74","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44502","2006-12-01T10:03:00","46.42","-43.01",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"98",,,,,,,,,,,,,"173","63","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32546","2006-12-01T10:04:00","40.03","-41.88",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"193",,,,,,,,,,,,,"173","1","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44909","2006-12-01T10:20:00","43.32","-49.01",,,"1","3","2","5",,,,"3",,,,,,,,,,"10234",,,"3",,,,,,,"120",,,,,,,,,,,,,"173","39","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44620","2006-12-01T11:00:00","48.83","-42.63",,,"1","3","2","5",,,,"3",,,,,,,,,,"10052",,,"3",,,,,,,"128",,,,,,,,,,,,,"173","82","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-01T11:00:00","44.39","-43.89",,,"1","3","2","5",,,,"3",,,,,,,,,,"10203",,,"3",,,,,,,"103",,,,,,,,,,,,,"173","43","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-01T11:00:00","43.20","-44.47",,,"1","3","2","5",,,,"3",,,,,,,,,,"10246",,,"3",,,,,,,"185",,,,,,,,,,,,,"173","34","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44766","2006-12-01T11:00:00","40.73","-47.06",,,"1","3","2","5",,,,"3",,,,,,,,,,"10308",,,,,,,,,,,,,,,,,,,,,,,"173","7","714","63","7","0",,"2","FFFF1F","1AAAA1AAAAAAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-01T11:00:00","48.90","-44.57",,,"1","3","2","5",,,,"3",,,,,,,,,,"10029",,,"3",,,,,,,"71",,,,,,,,,,,,,"173","84","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-01T11:00:00","47.71","-44.70",,,"1","3","2","5",,,,"3",,,,,,,,,,"10079",,,"3",,,,,,,"69",,,,,,,,,,,,,"173","74","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44506","2006-12-01T11:07:00","48.86","-40.77",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"142",,,,,,,,,,,,,"173","80","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41909","2006-12-01T11:09:00","40.67","-44.01",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"198",,,,,,,,,,,,,"173","4","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-01T11:11:00","47.29","-48.62",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"37",,,,,,,,,,,,,"173","78","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"884","2006-12-01T11:38:00","47.00","-43.40",,,"1","4","3","5",,,,"6","CA","0","230","4","159",,,"10",,"10210",,,,"10",,"10","1","10","12","87",,,,,,,,,"8",,,,"173","73","780","149","17","0",,"2","111113","11A1A11111A3AA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-01T11:44:00","47.29","-48.62",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"37",,,,,,,,,,,,,"173","78","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41909","2006-12-01T11:57:00","40.68","-43.96",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"198",,,,,,,,,,,,,"173","3","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-01T11:57:00","47.29","-48.62",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"36",,,,,,,,,,,,,"173","78","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44620","2006-12-01T12:00:00","48.85","-42.61",,,"1","3","2","5",,,,"3",,,,,,,,,,"10039",,,"3",,,,,,,"128",,,,,,,,,,,,,"173","82","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-01T12:00:00","44.39","-43.85",,,"1","3","2","5",,,,"3",,,,,,,,,,"10207",,,"3",,,,,,,"103",,,,,,,,,,,,,"173","43","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-01T12:00:00","43.26","-44.44",,,"1","3","2","5",,,,"3",,,,,,,,,,"10248",,,"3",,,,,,,"185",,,,,,,,,,,,,"173","34","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44766","2006-12-01T12:00:00","40.73","-47.09",,,"1","3","2","5",,,,"3",,,,,,,,,,"10309",,,"3",,,,,,,"190",,,,,,,,,,,,,"173","7","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-01T12:00:00","48.90","-44.57",,,"1","3","2","5",,,,"3",,,,,,,,,,"10024",,,"3",,,,,,,"71",,,,,,,,,,,,,"173","84","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-01T12:00:00","47.69","-44.69",,,"1","3","2","5",,,,"3",,,,,,,,,,"10087",,,"3",,,,,,,"69",,,,,,,,,,,,,"173","74","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C6QE7","2006-12-01T12:00:00","49.40","-48.10",,,"1","6","0","0","0","0",,"1",,"0","250","4","185",,"96","80","6","10017","5",,"3","64","0","62",,"60","0","56","8","8","7",,"1","A","A","6","4","35","11","8","173","98","992","114","5","1","2","2","111111","11111111111117",,,,,,"1","5",,,,,,,,,,,,,"4",,,,,,,,,,,,
"CGDG","2006-12-01T12:00:00","46.90","-43.30",,,"1","5","0","0","0","0",,"1",,"0","250","4","206",,"96","10","2","10096","2","3","0","113","0","110",,"107","0","94","8",,"6",,"2","1","A","6","8",,,,"173","63","992","114","5","1","2","2","111111","111111111111A1",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"HP6038","2006-12-01T12:00:00","46.40","-48.40",,,"1","6","0","0","0","0",,"1",,"0","230","4","226",,"97","10","8","10119","5","2","3","101","0","97",,"90","0","64","8","2","7",,"2","7","7","7","7","2","14","6","173","68","992","114","5","1","2","2","111111","11111111111111",,,,,,"1","2",,"34","9","3",,,,,,,,,"4",,,,,,,,,,,,
"LAVW4","2006-12-01T12:00:00","41.20","-49.70",,,"1","6","0","0","2","3",,"1",,"0","220","4","123",,"97","3","2","10290","4","0","3","190","0","160",,"140","3","230","8","8","7",,"3","4","0","7","6","23","7","6","173","19","992","114","5","1","2","2","111111","11111111111111",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"SKUN","2006-12-01T12:00:00","46.10","-47.40",,,"1","6","0","0","2","4",,"1",,"0","220","3","144",,"91","12","4","10131","5","3","0","82",,,,"80","1","26","9",,,,"A",,,,,,,,"173","67","992","114","5","1","1","2","111113","1111111A113AA1",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"VAAZ","2006-12-01T12:00:00","47.90","-47.90",,,"1","5","0","0","3","1",,"1",,"0","250","4","149",,,,,"10057","8","1","0",,,,,,,,,,,,"A",,,,,,,,"173","77","992","114","5","1","2","2","F1111F","11AAA18A8A8AA1",,,,,,"6",,,,,,,,,,,,,,"4",,,,,,,,,,,,
"VEP717","2006-12-01T12:00:00","46.70","-48.70",,,"1","5","0","0","0","0",,"1",,"0","240","4","257",,"96","10","5","10090","7","2","3","101","0","95",,"90",,"56","8","5","7",,"4","3","A","5","7","36","8","7","173","68","992","114","5","1","2","2","111111","11111111111111",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"VRZN7","2006-12-01T12:00:00","43.40","-44.30",,,"1","6",,"0",,,,"1",,"0","290","4","123",,"97",,,"10264","0","505",,"171",,,,"120",,,"7","0","1",,"5","4","1",,,,,,"173","34","792","103","5","1","2","2","F11111","111AA11A1A1AA5",,,,,,"1",,,,,,,,,,,,,,"4",,,,,,,,,,,,
